,movie_id,title,tags
1210,11975,The Rainmaker,"when rudi baylor ( matt damon ) , young attorney client , goe work seedi ambul chaser , want help parent termin ill boy suit insur compani ( repres ruthless jon voight ) . but take corpor america , rudi scrappi paraleg ( danni devito ) must open law firm . juror proof courtcas leukemia lawyer courtroom drama crime thriller mattdamon dannydevito jonvoight francisfordcoppola"
1211,4970,Gothika,"after car crash , crimin psychologist ( hall berri ) come , find 's patient mental institut current employ . it seem 's accus murder husband -- memori commit crime . as tri regain memori convinc co-work innoc , veng spirit use earthli pawn , convinc everyon guilt . amnesia mentalinstitut patient trust falseaccus medic gothic mentalil horror thriller halleberri robertdowneyjr . charless.dutton mathieukassovitz"
1212,11831,Amistad,"in 1839 , slave ship amistad set sail cuba america . dure long trip , cinqu lead slave unpreced upris . they held prison connecticut , releas becom subject heat debat . freed slave theodor joadson want cinqu other exoner recruit properti lawyer roger baldwin help case . eventu , john quinci adam also becom alli . cuba mutini slaveri sentenc historicalfigur havanna tallship slavetrad drama histori mysteri morganfreeman nigelhawthorn anthonyhopkin stevenspielberg"
1213,9096,Medicine Man,"an eccentr scientist work larg drug compani work research project amazon jungl . he send research assist ga chromatograph 's close cure cancer . when assist turn `` mere woman , '' reject help . meanwhil bulldoz get closer area conduct research , eventu learn work togeth , begin fall love . medicin ant research amazon cancer jungl doctor fallinginlov cure rainforest adventur seanconneri lorrainebracco joséwilk johnmctiernan"
1214,440,Aliens vs Predator: Requiem,"a sequel 2004 's alien vs . predat , icon creatur two scariest film franchis movi histori wage brutal battl ever - backyard . the small town gunnison , colorado becom war zone two deadliest extra-terrestri life form - alien predat . when predat scout ship crash-land hill outsid town , alien facehugg hybrid alien/pred releas begin terror town . predat nationalguard hybrid alien morgu alienpossess triangl infest xenomorph fantasi action sciencefict thriller horror stevenpasqual reikoaylesworth johnortiz colinstraus gregstraus"
1215,11011,Ri¢hie Ri¢h,"billionair heir richi rich , includ reggi jackson bat coach claudia schiffer person trainer -- playmat . what 's , scoundrel laurenc van dough scheme take famili empir . uh-oh ! enter faith butler cadburi save day . famili liferaft privateplan toothbrush gluttoni magnifyingglass rubberboat comedi famili macaulayculkin johnlarroquett edwardherrmann donaldpetri"
1216,10641,Autumn in New York,"autumn new york follow sexual exploit will kean - new york restaurateur , infam verging-on-50 playboy , master no-commit seduct - run unexpect dead end meet charlott field . charlott half will 's age twice match , 21 year-old free spirit yearn get tast excit adult life . newlov loveofone'slif unexpectedhappi dyinganddeath success kiss love relationship unhappi womandirector fearofdi drama romanc richardger winonaryd anthonylapaglia joanchen"
1217,11172,Music and Lyrics,"a wash singer given coupl day compos chart-top hit aspir teen sensat . though 's never written decent lyric life , spark offbeat younger woman flair word . popstar song romanticcomedi songwrit piano comedi music romanc drewbarrymor hughgrant scottport marclawr"
1218,39513,Paul,"for past 60 year , space-travel smart-ass name paul lock top-secret militari base , advis world leader kind . but worri ’ outliv use dissect tabl draw uncomfort close , paul escap first rv pass compound area 51 . fortun , contain two earthl like rescu harbor alien run . sandiego area51 alienspacecraft hitwithachair shotinthekne duringcreditssting 1980 adventur comedi sciencefict sethrogen simonpegg nickfrost gregmottola"
1219,82687,The Guilt Trip,an inventor mom hit road togeth sell latest invent . inventor roadtrip guilt mothersonrelationship womandirector comedi sethrogen barbrastreisand yvonnestrahovski annefletch
1220,41446,Scream 4,"sidney prescott , author self-help book , return home woodsboro last stop book tour . there reconnect sheriff dewey gale , marri , well cousin jill aunt kate . unfortun , sidney 's appear also bring return ghostfac , put sidney , gale , dewey , along jill , friend , whole town woodsboro danger . sheriff book knife horror rescu author maskedkil hospit corps horror mysteri davidarquett nevecampbel courteneycox wescraven"
1221,8224,8MM,"a small , seemingli innocu plastic reel film lead surveil specialist tom well increasingli dark frighten path . with help streetwis max , relentlessli follow bizarr trail evid determin fate complet stranger . as work turn obsess , drift farther farther away wife , famili simpl life small-town pi . pornographi pornactor lossofdaught childpornographi privateinvestig subcultur privatedetect thriller crime mysteri nicolascag joaquinphoenix jamesgandolfini joelschumach"
1222,10537,The Doors,"the stori famou influenti 1960 's rock band lead singer compos , jim morrison . hippi poetri sex rockandrol nuditi hallucin wilder airplan music addict joint organ lsd biographi alcohol thedoor carcrash singer drug musicband flashback bloodritu drama music valkilm megryan kylemaclachlan oliverston"
1223,225886,Sex Tape,"when jay anni first got togeth , romant connect intens – ten year two kid later , flame love need spark . to kick thing notch , decid – ? – make video tri everi posit the joy sex one marathon three-hour session . it seem like great idea – discov privat video longer privat . with reput line , know ’ one click away laid bare world ... race reclaim video lead night 'll never forget , 'll find video expos even bargain . marriag internet relationship famili sextap comedi camerondiaz jasonsegel robcorddri jakekasdan"
1224,10385,Hanging Up,"a trio sister bond ambival toward approach death curmudgeonli father , none particularli close . sistersisterrelationship cheat amnesia crisislin telephon lossofwif ex-wif womandirector comedi drama megryan dianekeaton lisakudrow dianekeaton"
1225,55779,Final Destination 5,"in fifth instal , death omnipres ever , unleash one man ’ premonit save group cowork terrifi suspens bridg collaps . but group unsuspect soul never suppos surviv , , terrifi race time , ill-fat group frantic tri discov way escap death ’ sinist agenda . premonit deathbyaccid crash endisher duringcreditssting 3d horror mysteri emmabel nicholasd'agosto milesfish stevenqual"
1226,10154,Mickey Blue Eyes,"an english auction propos daughter mafia kingpin , realiz certain `` favor '' would ask . newyork marriagepropos fbi mafiaboss mafia comedi crime romanc hughgrant jamescaan jeannetripplehorn kellymakin"
1227,10647,Pay It Forward,"like kid , 12-year-old trevor mckinney believ good human natur . like mani kid , determin chang world better . unlik kid , succeed . child'spointofview candlelightvigil goodde exoticdanc schoolteach extracreditassign disfigur juniorhighschool burninjuri womandirector drama romanc kevinspacey helenhunt haleyjoelos mimiled"
1228,11431,Fever Pitch,"when relax charm ben wrightman meet workahol lindsey meek find sweet charm , hit winter ben spend everi wake hour lindsey , summer come around corner lindsey discov ben 's obsess boston red sox . she think perfect everyth goe downhil . basebal fanat relationshipproblem sport teacher redsox fenwaypark comedi drama romanc drewbarrymor jimmyfallon jasonspevack bobbyfarrelli peterfarrelli"
1229,8457,Drillbit Taylor,"three kid hire low-budget bodyguard protect playground bulli , realis homeless beggar petti thief look easi cash . prison jealousi homelessperson beach parentskidsrelationship fight bodyguard protect nerd highschool substituteteach campu teacher princip celebr schoolbu aftercreditssting schoollif teachersandstud comedi owenwilson lesliemann joshpeck stevenbril"
1230,188161,A Million Ways to Die in the West,"as cowardli farmer begin fall mysteri new woman town , must put new-found courag test husband , notori gun-sling , announc arriv . gunsling farmer wildwest lax comedi western sethmacfarlan charlizetheron liamneeson sethmacfarlan"
1231,8850,The Shadow,"base 1930 's comic strip , put hero arch enemi , shiwan khan , plan take world hold citi ransom use atom bomb . use power invis `` the power cloud men 's mind '' , shadow come blaze citi 's rescu explos result . newyork atomicbomb ladykil hypnosi superhero basedoncomicbook radioseri invis theshadow adventur fantasi action thriller sciencefict alecbaldwin johnlon penelopeannmil russellmulcahi"
1232,64685,Extremely Loud & Incredibly Close,"a year father 's death , oskar , troubl young boy , discov mysteri key believ left father embark scaveng hunt find match lock . basedonnovel autism key scavengerhunt deathoffath youngboy newyorkc tambourin lock griev post9/11 drama thomashorn tomhank sandrabullock stephendaldri"
1233,38357,Morning Glory,"a young devot morn televis produc hire execut produc long-run morn show once-promin current fail station new york citi . eager keep show air , recruit former news journalist anchor disapprov co-host show deal real news stori . worketh tvmorningshow tvreport comedi drama romanc rachelmcadam harrisonford patrickwilson rogermichel"
1234,10060,Get Rich or Die Tryin',"a tale inner citi drug dealer turn away crime pursu passion , rap music . lossofmoth attemptedmurd career music rapper drug drama 50cent joybryant adewaleakinnuoye-agbaj jimsheridan"
1235,11398,The Art of War,"when ruthless terrorist threaten bring unit nation , frame one man believ stop : intern secur expert name shaw . now must run alli becom solitari forc good , tri stop could becom world war iii . china chinesewoman secretag conspiracyofmurd unitedn crime action adventur wesleysnip donaldsutherland maurychaykin christianduguay"
1236,1833,Rent,"thi rock opera tell stori one year life group bohemian struggl modern day east villag new york . the stori center around mark roger , two roommat . while former tragedi made roger numb life , mark tri captur attempt make film . in year follow , group deal love , loss , aid , modern day life . gay sex aid music hiv basedonplay africanamerican rockopera missingperson hivposit homemovi mug telephonecal lowereastsid drama romanc anthonyrapp adampasc rosariodawson chriscolumbu"
1237,10391,Bless the Child,"when maggi 's sister jenna saddl autist newborn name codi touch maggi 's heart becom daughter alway long . but six year later jenna suddenli re-ent life , mysteri new husband , eric stark , abduct codi . despit fact maggi legal right codi , fbi agent john travi , take caus realiz codi share birth date sever recent miss children . sistersisterrelationship autism mephisto satan ersatz drama horror thriller crime kimbasing angelabetti hollistoncoleman chuckrussel"
1238,8970,The Out-of-Towners,"the remak 1970 neil simon comedi follow adventur coupl , henri nanci clark , vex misfortun new york citi job interview . newyork travel misfortun comedi stevemartin goldiehawn johnclees samweisman"
1239,9306,The Island of Dr. Moreau,a shipwreck sailor stumbl upon mysteri island shock discov brilliant scientist lab assist found way combin human anim dna horrif result . monster experi island mutat genet hybrid remak h.g.well fantasi horror sciencefict marlonbrando valkilm davidthewli johnfrankenheim richardstanley
1240,11370,The Musketeer,"in peter hyam 's adapt famou alexand duma stori the three musket , young d'artagnan seek join legendari musket brigad aveng father 's death - find musket disband . lossoffamili queen power powertakeov kingdom royalti musket murderhunt action adventur drama catherinedeneuv menasuvari stephenrea peterhyam"
1241,12184,The Other Boleyn Girl,"a sumptuou sensual tale intrigu , romanc betray set backdrop defin moment european histori : two beauti sister , ann mari boleyn , driven famili 's blind ambit , compet love handsom passion king henri viii . england sistersisterrelationship queen kingdom henryviii drama natalieportman scarlettjohansson ericbana justinchadwick"
1242,1921,Sweet November,"nelson man devot advertis career san francisco . one day , take drive test dmv , meet sara . she differ women life . nelson caus miss take test later day track . one thing lead anoth nelson end live novemb chang life forev . workahol dogsitt drama romanc keanureev charlizetheron jasonisaac pato'connor"
1243,1683,The Reaping,"katherin morrissey , former christian missionari , lost faith tragic death famili . now appli expertis debunk religi phenomena . when seri biblic plagu overrun small town , katherin arriv prove supernatur forc behind occurr , soon find scienc explain happen . instead , must regain faith combat evil wait louisiana swamp . river miracl bibl louisiana frog grasshopp faith horror hilaryswank davidmorrissey idriselba stephenhopkin"
1244,203,Mean Streets,"a small-tim hood must choos among love , friendship chanc rise within mob . epilepsi protectionmoney secretlov money redempt drama crime harveykeitel robertdeniro davidprov martinscorses"
1245,11858,Renaissance Man,"danni devito play advertis man slowli slide downhil . when fire job detroit , sign unemploy . one day find job ; teach think skill armi recruit . he arriv base find structur set class . vietnamveteran commerci advertisingexpert kasern stau soldier unemploy womandirector teachersandstud comedi war dannydevito markwahlberg gregoryhin pennymarshal"
1246,62835,Colombiana,"zoe saldana play young woman , wit parent ’ murder child bogota , grow stone-cold assassin . she work uncl hitman day , person time spent engag vigilant murder hope lead ultim target : mobster respons parent ' death . streetgang uncl femaleassassin witnesstomurd action thriller crime drama zoesaldana cliffcurti callumblu oliviermegaton"
1247,18937,Quest for Camelot,"dure time king arthur , kayley brave girl dream follow late father knight round tabl . the evil ruber want invad camelot take throne king arthur , kayley stop . [ ] fantasi anim drama romanc famili jessalyngilsig caryelw garyoldman frederikduchau"
1248,13536,City By The Sea,a man struggl come term sin father make terribl discoveri son fallen life crime drama base true stori . vincent lamarca dedic well-respect new york citi polic detect gone great length distanc past . murder homicidedetect crime drama mysteri robertdeniro jamesfranco francesmcdormand michaelcaton-jon
1249,15556,At First Sight,a blind man oper regain sight urg girlfriend must deal chang life . blind massagetherapist drama romanc valkilm mirasorvino kellymcgilli irwinwinkl
1250,10718,Torque,"biker cari ford frame old rival biker gang leader murder anoth gang member happen brother trey , leader fear biker gang countri . ford run tri clear name murder trey gang look blood . ex-girlfriend drugdeal gang motorcyclist action martinhenderson icecub monetmazur josephkahn"
1251,11062,City Hall,"the accident shoot boy new york lead investig deputi mayor , unexpectedli far-reach consequ . corrupt undercov warondrug mayor drugdeal presidentialelect undercoverag investig polic drug drama thriller alpacino johncusack bridgetfonda haroldbeck"
1252,10802,Showgirls,a young drifter name nomi arriv la vega becom dancer soon set claw push way becom top showgirl . danc femalenud go-godanc spanner seduct stripteas sexapp drama elizabethberkley kylemaclachlan ginagershon paulverhoeven
1253,1887,Marie Antoinette,"the retel franc 's icon ill-fat queen , mari antoinett . from betroth marriag loui xvi 15 reign queen 19 ultim fall versail . shoe voiceov rite theatreaudi brideandgroom deathofk applaus womandirector drama histori kirstendunst jasonschwartzman judydavi sofiacoppola"
1254,6071,Kiss of Death,"jimmi kilmartin ex-con live astoria new york citi borough queen , tri stay clean rais famili wife bev . but cousin ronni caus take fall drive illeg transport stolen car , polic offic name calvin hart injur jimmi land back prison . in exchang earli releas , ask help bring local crime boss name littl junior brown . jimmi remarri attempt renew relationship child . but sent undercov detect hart work junior infiltr oper . as soon littl junior kill undercov feder agent jimmi watch , unscrupul district attorney fed complic life . he must take junior face consequ . hoodlum action crime drama thriller davidcaruso samuell.jackson nicolascag barbetschroed"
1255,10461,Get Carter,"remak michael cain classic . jack carter , mob enforc live la vega , travel back hometown seattl brother 's funer . dure visit , carter realiz death brother accident , murder . with knowledg , carter set kill respons . ritual pornographicvideo carcrash dvd action drama thriller crime sylvesterstallon mirandarichardson rachaelleighcook stephent.kay"
1256,80278,The Impossible,"in decemb 2004 , close-knit famili maria , henri three son begin winter vacat thailand . but day christma , idyl holiday turn incomprehens nightmar terrifi roar rise depth sea , follow wall black water devour everyth path . though maria famili face darkest hour , unexpect display kind courag amelior terror . thailand tsunami familyvac tidalwav catastroph sweptaway separationfromfamili boxingday 21stcenturi thriller drama naomiwatt ewanmcgregor tomholland juanantoniobayona"
1257,12704,Ishtar,"two terribl loung singer get book play gig moroccan hotel somehow becom pawn intern power play cia , emir ishtar , rebel tri overthrow regim wilder sahara beautifulwoman singer escap womandirector action adventur comedi warrenbeatti dustinhoffman isabelleadjani elainemay"
1258,10315,Fantastic Mr. Fox,"the fantast mr. fox bore current life , plan heist three local farmer . the farmer , tire share chicken sli fox , seek reveng famili . fox tree peasant reveng cider tale farmlif adventur anim comedi famili georgeclooney merylstreep jasonschwartzman wesanderson"
1259,16643,Life or Something Like It,"a report lani kerrigan interview psychic homeless man fluff piec footbal game 's score . instead tell life mean go end day , spark action , tri chang pattern life ... [ ] comedi drama romanc angelinajoli edwardburn tonyshalhoub stephenherek"
1260,2687,Memoirs of an Invisible Man,"after freak accid , invis yuppi run life treacher cia offici tri cope new life . invisibleman comedi fantasi sciencefict chevychas darylhannah samneil johncarpent"
1261,194,Amélie,"at tini parisian café , ador yet pain shi améli ( audrey tautou ) accident discov gift help other . soon ameli spend day matchmak , guardian angel , all-around do-good . but bump handsom stranger , find courag becom star love stori ? pari lovetriangl ghosttrain sex-shop shyness montmartr daughter gardengnom journeyroundtheworld photographi comedi romanc audreytaut mathieukassovitz rufu jean-pierrejeunet"
1262,11025,New York Minute,"top student jane ryan head manhattan college-scholarship competit . her rebelli twin roxi ryan goe along crash video shoot . but anyth happen - - romp involv pursu truant offic , smuggler , hunkalici guy girl ' realiz chip , sister best friend . twinsist musicvideo geek vacat univers teencomedi womandirector comedi ashleyolsen mary-kateolsen eugenelevi denniegordon"
1263,8849,Alfie,"in manhattan , british limousin driver alfi surround beauti women , one night stand without sort commit . hi best friend colleagu marlon girl-friend lonett . alfi brief affair lonett , consequ act forc alfi reflect lifestyl . newyork cheat flirt lover olderwomanseducesyoungerguy playboy comedi judelaw marisatomei omarepp charlesshy"
1264,78698,Big Miracle,"base inspir true stori , small-town news report ( krasinski ) greenpeac volunt ( barrymor ) enlist help rival superpow save three majest gray whale trap ice arctic circl . ‘ big miracl ’ adapt nonfict book ‘ free whale : how media creat world ’ greatest non-ev ’ tom rose . whale alaska aftercreditssting duringcreditssting greenpeac animalprotect adventur drama romanc drewbarrymor johnkrasinski kristenbel kenkwapi"
1265,30943,The Deep End of the Ocean,"michel pfeiffer feroci role desper mother whose 3-year-old son disappear high school reunion . nine year later , chanc , turn town famili reloc . base jacquelyn mitchard 's best-sel novel ( oprah book club select ) , movi effect present troubl dynam exist famili member 've suffer unsettl loss . kidnap boy reunion drama mysteri michellepfeiff treatwilliam whoopigoldberg ulugrosbard"
1266,9544,FearDotCom,"with four corps hand , new york citi gumsho mike reilli ( stephen dorff ) team depart health worker terri huston ( natascha mcelhon ) track homicid sadist telecast shock act tortur internet . but work cut : it seem victim ' link went toe 48 hour log site known feardotcom.com . stephen rea also star gruesom thriller . raceagainsttim psychopath homepag cop doctor spirit killer voyeur horror thriller stephendorff nataschamcelhon stephenrea williammalon"
1267,24418,Cirque du Freak: The Vampire's Assistant,"darren shan regular teenag kid . he friend steve find freak show come town work hard tri find ticket . they , togeth go `` cirqu du freak '' see mani strang act includ wolf-man beard ladi vampir spider wolfman stew bestfriend antidot basedonyoungadultnovel adventur fantasi action thriller johnc.reilli joshhutcherson chrismassoglia paulweitz"
1268,7288,Duplex,"when young coupl buy dream home , idea sweet littl old ladi upstair go put ! [ ] action comedi thriller benstil drewbarrymor eileenessel dannydevito"
1269,14655,Soul Men,"two former backup soul singer , loui floyd , spoken 20 year , reluctantli agre travel across countri togeth reunion concert honor recently-deceas lead singer . cleo , beauti young woman believ floyd 's daughter , accompani new singer . duringcreditssting comedi music samuell.jackson berniemac sharonl malcolmd.le"
1270,24575,Raise the Titanic,"to obtain suppli rare miner , ship rais oper conduct known sourc , titan . [ ] action drama thriller m.emmetwalsh richardjordan davidselbi jerryjameson"
1271,10366,Universal Soldier: The Return,"luc deveraux , heroic former univers soldier , thrown action . when seth ( michael jai white ) , supercomput control ultra-warrior , decid take reveng destroy creator , luc stop . all hell break loos luc battl seth deadli team perfect soldier struggl pit man machin good evil . supercomput computerprogram destini timebomb action sciencefict jean-claudevandamm kianatom billgoldberg microdg"
1272,19898,Pandorum,"two crew member wake abandon spacecraft idea , long 've asleep , mission . the two soon discov 're actual alon – realiti situat horrifi could imagin . dystopia spaceship surviv mission action horror mysteri sciencefict thriller benfost dennisquaid camgigandet christianalvart"
1273,4965,Impostor,"gari sinis play spencer olham , top-secret govern weapon design arrest clandestin govern organ suspicion clone creat hostil alien race want take earth . android alien action sciencefict thriller garysinis madeleinestow mekhiphif garyfled"
1274,15074,Extreme Ops,"while film advertis , extrem sport enthusiast unwittingli stop group terrorist . ski action adventur drama thriller devonsawa bridgettewilson rufussewel christianduguay"
1275,56715,Just Visiting,"a knight valet plagu witch , repair damag make use servic wizard . howev , someth goe wrong transport 12th centuri year 2000 . there knight meet famili slowli learn new centuri like . howev , still need get back 12th centuri deal witch , start look wizard . timetravel remak alternatehistori dragon remakeoffrenchfilm alternatetimelin flatul comedi fantasi sciencefict jeanreno christinaappleg christianclavi jean-mariepoiré"
1276,1272,Sunshine,"fifti year futur , sun die , earth threaten arctic temperatur . a team astronaut sent reviv sun — mission fail . seven year later , new team sent finish mission mankind ’ last hope . savingtheworld bomb sun spacemarin sunlight solarenergi spacemiss earth expir sciencefict thriller cillianmurphi rosebyrn chrisevan dannyboyl"
1277,72358,A Thousand Words,"jack mccall fast-talk literari agent , close deal , time , way . he set sight new age guru dr. sinja ( cliff curti ) selfish purpos . but dr. sinja , jack ’ life come unglu magic bodhi tree mysteri appear backyard . with everi word jack speak , leaf fall tree realiz last leaf fall , tree toast . word never fail jack mccall , ’ got stop talk conjur outrag way commun ’ goner . liar literaryag drama comedi eddiemurphi allisonjanney cliffcurti brianrobbin"
1278,20542,Delgo,"in divid land , take rebelli boy clandestin love princess oppos race stop war orchestr power hungri villain . [ ] adventur fantasi anim comedi sciencefict famili freddieprinzejr . jenniferlovehewitt valkilm marcf.adl jasonmaur"
1279,266396,The Gunman,"eight year flee congo follow assassin countri 's minist mine , former assassin jim terrier back , suffer ptsd dig well aton violent past . after attempt made life , terrier fli london find want dead -- . terrier 's search lead reunion anni , woman love , marri oili businessman deal africa . assassin hitman action drama crime seanpenn jasminetrinca javierbardem pierremorel"
1280,9978,Stormbreaker,"alex rider think normal school boy , uncl kill . he discov uncl actual spi mission , kill . alex recruit alan blunt continu mission . he sent cornwal investig new comput system , darriu sayl creat . he plan give new comput system everi school countri , mr. blunt idea alex must find . england secretintelligenceservic childhero wretch teenspi basedonyoungadultnovel adventur action famili alexpettyf sarahbolg ewanmcgregor geoffreysax"
1281,8271,Disturbia,"kale 17-year-old place hous arrest punch teacher . he confin hous , decid use free time spi neighbor . thing start get weird guest enter turner 's hous n't come back . kale friend , ronni ashley , start grow interest actual happen within hous robert turner . kidnap youngpeopl thriller drama mysteri shialabeouf sarahroem carrie-annemoss d.j.caruso"
1282,10428,Hackers,"along new friend , teenag arrest us secret servic ban use comput write comput viru discov plot nefari hacker , must use comput skill find evid pursu secret servic evil comput geniu behind viru . femalenud hacker nuditi computerviru virtualr comput sexualfantasi prank internet cyberpunk teenag newyorkc secretservic computerhack dreamsequ action crime thriller drama jonnyleemil angelinajoli jessebradford iainsoftley"
1283,5353,The Hunting Party,"an emerg journalist ( jess eisenberg ) , experienc cameraman ( terrenc howard ) , discredit report ( richard gere ) find bold plan captur bosnia 's top war crimin quickli spiral control un repres mistak cia hit squad light-heart thriller inspir scott anderson 's popular esquir articl . the weinstein compani provid statesid civilwar spi hotel journalist journal warcrim hiddencamera warvictim warcorrespond war balkanwar serbia action adventur thriller drama richardger terrencehoward jamesbrolin richardshepard"
1284,11934,The Hudsucker Proxy,a naiv busi graduat instal presid manufactur compani part stock scam . suicid newyork corrupt journalist inventor undercov toy plan boss investig compani industri parti money board stock comedi drama timrobbin jenniferjasonleigh paulnewman joelcoen
1285,14392,The Warlords,"a heroic tale three blood brother struggl midst war polit upheav . it base `` the assassin ma , '' qing dynasti ( 1644-1911 ) stori kill gener ma xinyi . assassin gener dynasti brother bloodbroth action drama histori jetli andylau takeshikaneshiro peterchan raymondyipwai-man"
1286,19495,Nomad: The Warrior,"the nomad histor epic set 18th-centuri kazakhstan . the film fictionalis account youth coming-of-ag ablai khan , grow fight defend fortress hazrat- turkestan dzungar invad . [ ] action histori war kunobeck jayhernandez jasonscottle sergeibodrovjr . ivanpass"
1287,110415,Snowpiercer,"in futur fail global-warm experi kill life planet , class system evolv aboard snowpierc , train travel around globe via perpetual-mot engin . fathersonrelationship childlabour brothel winter allegori bridg post-apocalypt dystopia hijackingoftrain basedoncomicbook dam rifl pregnant train violenc basedongraphicnovel guilt revolt duplic tunnel socialclass populationcontrol perpetualwint cityruin action sciencefict drama chrisevan songkang-ho edharri bongjoon-ho"
1288,77459,A Monster in Paris,"paris,1910 . emil , shi movi projectionist , raoul , color inventor , find embark hunt monster terror citizen . they join forc lucil , big-heart star bird paradis cabaret , eccentr scientist irasc monkey save monster , turn overs harmless flea , citi 's ruthlessli ambiti polic chief . monster cgi 3d parisfr adventur anim comedi famili fantasi vanessaparadi mathieuchedid gadelmaleh bibobergeron"
1289,26486,The Last Shot,a movi director-screenwrit find man financ latest project soon discov produc actual undercov fbi agent work mob sting oper . [ ] action comedi matthewbroderick alecbaldwin tonicollett jeffnathanson
1290,9495,The Crow,"exactli one year young rock guitarist eric draven fiancé brutal kill ruthless gang crimin , draven -- watch hypnot crow -- return grave exact reveng . halloween arson detroit fantasi action thriller brandonle rochelledavi erniehudson alexproya"
1291,256040,Baahubali: The Beginning,"the young shivudu left foundl small villag mother . by time ’ grown , becom appar possess except gift . he meet beauti warrior/princess avanthika learn queen held captiv last 25 year . shividu set rescu , discov origin process . kingdom war bollywood medievalindia ancientindia action adventur war histori prabha ranadaggubati tamannabhatia s.s.rajamouli"
1292,24420,The Time Traveler's Wife,"due genet disord , handsom librarian henri detambl involuntarili zip time , appear variou moment life true love , beauti artist clare abshir . chicago sex basedonnovel nuditi diari futur time timetravel marriag love romanc travel tragiclov relationship timetravel complic drama romanc fantasi ericbana rachelmcadam michellenolden robertschwentk"
1293,1257,Because I Said So,"in effort prevent famili histori repeat , meddlesom mom daphn wilder attempt set youngest daughter , milli , mr . right . meanwhil , daughter tri keep mom 's good intent control . mother guitar sistersisterrelationship profess newlov architect motherrol lonelyheartsad men cloth singl motherdaughterrelationship losangel fashion singlefath comedi dianekeaton mandymoor gabrielmacht michaellehmann"
1294,62214,Frankenweenie,"when car hit young victor 's pet dog sparki , victor decid bring back life way know . but bolt-neck `` monster '' wreak havoc terror heart victor 's neighbor , convinc sparki 's still good , loyal friend . shyness stopmot blackandwhit retro dog animaldeath animallov anim comedi famili charlietahan catherineo'hara martinshort timburton"
1295,16320,Serenity,"when renegad crew seren agre hide fugit ship , find action-pack battl relentless militari might totalitarian regim destroy anyth – anyon – get girl back bloodthirsti creatur roam unchart area space . but ... greatest danger may ship . martialart telepathi dystopia spaceship fugit basedontvseri planet throatslit cannib reaver oper exsoldi firefli sciencefict action adventur thriller nathanfillion ginatorr alantudyk josswhedon"
1296,8842,Against the Ropes,"a fiction stori inspir north america 's famou femal box promot , jacki kallen . her struggl surviv succeed male domin sport . biographi sport romanc drama megryan tonyshalhoub joecortes charless.dutton"
1297,9531,Superman III,"aim defeat man steel , wealthi execut ross webster hire bumbl brilliant gu gorman develop synthet kryptonit , yield unexpect psycholog effect third instal 1980 superman franchis . between rekindl romanc high school sweetheart save , superman must contend power supercomput . savingtheworld dccomic supercomput identitycrisi lossofpow sequel superhero basedoncomicbook hack superpow superhumanstrength comedi action adventur fantasi sciencefict christopherreev richardpryor jackiecoop richardlest"
1298,64807,Grudge Match,a pair age box rival coax retir fight one final bout -- 30 year last match . fathersonrelationship sport rivalri elderli elderlyman comedi robertdeniro sylvesterstallon alanarkin peterseg
1299,12289,Red Cliff,"in earli third centuri , land wu invad warlord cao cao million soldier . the ruler wu , sun quan , call rival warlord liu bei help , two armi still badli outnumb . howev , wu strategist zhou yu see cao cao 's armi unus battl sea , may give chanc exploit weak properli . flamingarrow chinesehistori strategi carrierpigeon spearthrow walloffir whitedov casualtyofwar arrowinback chinesetradit chinesepaint brokenarrow adventur drama action changchen hujun tonyleungchiu-wai johnwoo"
1300,11529,Sweet Home Alabama,"new york fashion design melani carmichael suddenli find engag citi 's elig bachelor . but melani 's past hold mani secret , includ jake , redneck husband marri high school , refus divorc . bound determin end contenti relationship , melani sneak back home alabama confront past . newyork marriagepropos alabama careerwoman fashiondesign comedi romanc reesewitherspoon joshluca patrickdempsey andytenn"
1301,20943,The Ugly Truth,"a romant challeng morn show produc reluctantli embroil seri outrag test chauvinist correspond prove theori relationship help find love . hi clever ploy , howev , lead unexpect result . romanticcomedi romanc tvmorningshow relationship oppositesattract comedi romanc katherineheigl gerardbutl ericwint robertluket"
1302,9099,Sgt. Bilko,the armi known churn lean mean fight machin intent protect great nation . martin inexplic incorrig invic sgt . erni bilko leader ragtag group sorriest soldier ever enlist arm forc . gulfwar u.s.armi basedontvseri militaryspoof comedi famili stevemartin danaykroyd philhartman jonathanlynn
1303,9488,Spy Kids 2: The Island of Lost Dreams,"explor adventur carmen juni cortez , join famili spi busi level 2 oss agent . their new mission save world mad scientist live volcan island popul imagin menageri creatur . on bizarr island , none cortez 's gadget work must reli wit -- -- surviv save day . spi experi island secretorgan wretch weapon rivalri scientist action adventur famili antoniobandera carlagugino alexapenavega robertrodriguez"
1304,193,Star Trek: Generations,captain jean-luc picard crew enterprise-d find odd renegad scientist soran destroy entir star system . onli one man help picard stop soran 's scheme ... 's dead seventy-eight year . basedontvseri death explodingplanet mountaincabin solarsystem sciencefict action adventur thriller patrickstewart jonathanfrak brentspin davidcarson
1305,44865,The Grandmaster,"ip man 's peac life foshan chang gong yutian seek heir famili southern china . ip man meet gong er challeng sake regain famili 's honor . after second sino-japanes war , ip man move hong kong struggl provid famili . in mean time , gong er choos path vengeanc father kill ma san . martialart kungfu biographi kungfumast action drama histori tonyleungchiu-wai zhangziyi songhye-kyo wongkar-wai"
